quarks,B,S,J,status,dE
uu,0.6666666666666666,0,0.0,Allowed,-0.16076499999999982
uu,0.6666666666666666,0,1.0,Energy,0.08742800000000028
ud,0.6666666666666666,0,0.0,Allowed,-0.16076499999999982
ud,0.6666666666666666,0,1.0,Energy,0.08742800000000028
us,0.6666666666666666,-1,0.0,Allowed,-0.2725989999999999
us,0.6666666666666666,-1,1.0,Allowed,-0.024405999999999706
uc,0.6666666666666666,0,0.0,Allowed,-97.802765
uc,0.6666666666666666,0,1.0,Allowed,-97.554572
ub,0.6666666666666666,0,0.0,Allowed,-94.902765
ub,0.6666666666666666,0,1.0,Allowed,-94.654572
uU,0.0,0,0.0,Energy,0.5391349999999999
uU,0.0,0,1.0,Energy,0.787328
uD,0.0,0,0.0,Energy,0.5391349999999999
uD,0.0,0,1.0,Energy,0.787328
uS,0.0,1,0.0,Energy,0.650969
uS,0.0,1,1.0,Energy,0.899162
uC,0.0,0,0.0,Allowed,-97.900865
uC,0.0,0,1.0,Allowed,-97.652672
uB,0.0,0,0.0,Allowed,-95.000865
uB,0.0,0,1.0,Allowed,-94.752672
dd,0.6666666666666666,0,0.0,Allowed,-0.16076499999999982
dd,0.6666666666666666,0,1.0,Energy,0.08742800000000028
ds,0.6666666666666666,-1,0.0,Allowed,-0.2725989999999999
ds,0.6666666666666666,-1,1.0,Allowed,-0.024405999999999706
dc,0.6666666666666666,0,0.0,Allowed,-97.802765
dc,0.6666666666666666,0,1.0,Allowed,-97.554572
db,0.6666666666666666,0,0.0,Allowed,-94.902765
db,0.6666666666666666,0,1.0,Allowed,-94.654572
dU,0.0,0,0.0,Energy,0.5391349999999999
dU,0.0,0,1.0,Energy,0.787328
dD,0.0,0,0.0,Energy,0.5391349999999999
dD,0.0,0,1.0,Energy,0.787328
dS,0.0,1,0.0,Energy,0.650969
dS,0.0,1,1.0,Energy,0.899162
dC,0.0,0,0.0,Allowed,-97.900865
dC,0.0,0,1.0,Allowed,-97.652672
dB,0.0,0,0.0,Allowed,-95.000865
dB,0.0,0,1.0,Allowed,-94.752672
ss,0.6666666666666666,-2,0.0,Allowed,-0.3844329999999998
ss,0.6666666666666666,-2,1.0,Allowed,-0.1362399999999998
sc,0.6666666666666666,-1,0.0,Allowed,-97.914599
sc,0.6666666666666666,-1,1.0,Allowed,-97.666406
sb,0.6666666666666666,-1,0.0,Allowed,-95.014599
sb,0.6666666666666666,-1,1.0,Allowed,-94.766406
sU,0.0,-1,0.0,Energy,0.42730099999999993
sU,0.0,-1,1.0,Energy,0.6754939999999999
sD,0.0,-1,0.0,Energy,0.42730099999999993
sD,0.0,-1,1.0,Energy,0.6754939999999999
sS,0.0,0,0.0,Energy,0.5391349999999999
sS,0.0,0,1.0,Energy,0.787328
sC,0.0,-1,0.0,Allowed,-98.012699
sC,0.0,-1,1.0,Allowed,-97.764506
sB,0.0,-1,0.0,Allowed,-95.112699
sB,0.0,-1,1.0,Allowed,-94.864506
cc,0.6666666666666666,0,0.0,Allowed,-96.602765
cc,0.6666666666666666,0,1.0,Allowed,-96.354572
cb,0.6666666666666666,0,0.0,Allowed,-93.622765
cb,0.6666666666666666,0,1.0,Allowed,-93.374572
cU,0.0,0,0.0,Allowed,-97.900865
cU,0.0,0,1.0,Allowed,-97.652672
cD,0.0,0,0.0,Allowed,-97.900865
cD,0.0,0,1.0,Allowed,-97.652672
cS,0.0,1,0.0,Allowed,-97.789031
cS,0.0,1,1.0,Allowed,-97.540838
cC,0.0,0,0.0,Energy,0.14213499999999968
cC,0.0,0,1.0,Energy,0.39032800000000023
cB,0.0,0,0.0,Allowed,-93.720865
cB,0.0,0,1.0,Allowed,-93.472672
bb,0.6666666666666666,0,0.0,Allowed,-90.882765
bb,0.6666666666666666,0,1.0,Allowed,-90.634572
bU,0.0,0,0.0,Allowed,-95.000865
bU,0.0,0,1.0,Allowed,-94.752672
bD,0.0,0,0.0,Allowed,-95.000865
bD,0.0,0,1.0,Allowed,-94.752672
bS,0.0,1,0.0,Allowed,-94.889031
bS,0.0,1,1.0,Allowed,-94.640838
bC,0.0,0,0.0,Allowed,-93.720865
bC,0.0,0,1.0,Allowed,-93.472672
bB,0.0,0,0.0,Allowed,-90.820865
bB,0.0,0,1.0,Allowed,-90.572672
UU,-0.6666666666666666,0,0.0,Allowed,-0.35696499999999975
UU,-0.6666666666666666,0,1.0,Allowed,-0.10877199999999976
UD,-0.6666666666666666,0,0.0,Allowed,-0.35696499999999975
UD,-0.6666666666666666,0,1.0,Allowed,-0.10877199999999976
US,-0.6666666666666666,1,0.0,Allowed,-0.24513099999999965
US,-0.6666666666666666,1,1.0,Energy,0.0030620000000003422
UC,-0.6666666666666666,0,0.0,Allowed,-97.998965
UC,-0.6666666666666666,0,1.0,Allowed,-97.750772
UB,-0.6666666666666666,0,0.0,Allowed,-95.09896499999999
UB,-0.6666666666666666,0,1.0,Allowed,-94.850772
DD,-0.6666666666666666,0,0.0,Allowed,-0.35696499999999975
DD,-0.6666666666666666,0,1.0,Allowed,-0.10877199999999976
DS,-0.6666666666666666,1,0.0,Allowed,-0.24513099999999965
DS,-0.6666666666666666,1,1.0,Energy,0.0030620000000003422
DC,-0.6666666666666666,0,0.0,Allowed,-97.998965
DC,-0.6666666666666666,0,1.0,Allowed,-97.750772
DB,-0.6666666666666666,0,0.0,Allowed,-95.09896499999999
DB,-0.6666666666666666,0,1.0,Allowed,-94.850772
SS,-0.6666666666666666,2,0.0,Allowed,-0.1332969999999999
SS,-0.6666666666666666,2,1.0,Energy,0.11489600000000011
SC,-0.6666666666666666,1,0.0,Allowed,-97.887131
SC,-0.6666666666666666,1,1.0,Allowed,-97.638938
SB,-0.6666666666666666,1,0.0,Allowed,-94.987131
SB,-0.6666666666666666,1,1.0,Allowed,-94.738938
CC,-0.6666666666666666,0,0.0,Allowed,-96.718965
CC,-0.6666666666666666,0,1.0,Allowed,-96.470772
CB,-0.6666666666666666,0,0.0,Allowed,-93.818965
CB,-0.6666666666666666,0,1.0,Allowed,-93.570772
BB,-0.6666666666666666,0,0.0,Allowed,-90.918965
BB,-0.6666666666666666,0,1.0,Allowed,-90.670772
uuu,1.0,0,0.5,Energy,0.012381500000000267
uuu,1.0,0,1.5,Energy,0.26057450000000015
uud,1.0,0,0.5,Energy,0.012381500000000267
uud,1.0,0,1.5,Energy,0.26057450000000015
uus,1.0,-1,0.5,Allowed,-0.09945249999999983
uus,1.0,-1,1.5,Energy,0.14874050000000016
uuc,1.0,0,0.5,Allowed,-97.6296185
uuc,1.0,0,1.5,Allowed,-97.3814255
uub,1.0,0,0.5,Allowed,-94.7296185
uub,1.0,0,1.5,Allowed,-94.4814255
uuU,0.3333333333333333,0,0.5,Allowed,-0.08571849999999981
uuU,0.3333333333333333,0,1.5,Energy,0.16247450000000008
uuD,0.3333333333333333,0,0.5,Allowed,-0.08571849999999981
uuD,0.3333333333333333,0,1.5,Energy,0.16247450000000008
uuS,0.3333333333333333,1,0.5,Energy,0.02611550000000018
uuS,0.3333333333333333,1,1.5,Energy,0.2743085000000005
uuC,0.3333333333333333,0,0.5,Allowed,-97.7277185
uuC,0.3333333333333333,0,1.5,Allowed,-97.4795255
uuB,0.3333333333333333,0,0.5,Allowed,-94.8277185
uuB,0.3333333333333333,0,1.5,Allowed,-94.5795255
udd,1.0,0,0.5,Energy,0.012381500000000267
udd,1.0,0,1.5,Energy,0.26057450000000015
uds,1.0,-1,0.5,Allowed,-0.09945249999999983
uds,1.0,-1,1.5,Energy,0.14874050000000016
udc,1.0,0,0.5,Allowed,-97.6296185
udc,1.0,0,1.5,Allowed,-97.3814255
udb,1.0,0,0.5,Allowed,-94.7296185
udb,1.0,0,1.5,Allowed,-94.4814255
udU,0.3333333333333333,0,0.5,Allowed,-0.08571849999999981
udU,0.3333333333333333,0,1.5,Energy,0.16247450000000008
udD,0.3333333333333333,0,0.5,Allowed,-0.08571849999999981
udD,0.3333333333333333,0,1.5,Energy,0.16247450000000008
udS,0.3333333333333333,1,0.5,Energy,0.02611550000000018
udS,0.3333333333333333,1,1.5,Energy,0.2743085000000005
udC,0.3333333333333333,0,0.5,Allowed,-97.7277185
udC,0.3333333333333333,0,1.5,Allowed,-97.4795255
udB,0.3333333333333333,0,0.5,Allowed,-94.8277185
udB,0.3333333333333333,0,1.5,Allowed,-94.5795255
uss,1.0,-2,0.5,Allowed,-0.2112864999999997
uss,1.0,-2,1.5,Energy,0.036906500000000175
usc,1.0,-1,0.5,Allowed,-97.7414525
usc,1.0,-1,1.5,Allowed,-97.4932595
usb,1.0,-1,0.5,Allowed,-94.8414525
usb,1.0,-1,1.5,Allowed,-94.5932595
usU,0.3333333333333333,-1,0.5,Allowed,-0.1975524999999999
usU,0.3333333333333333,-1,1.5,Energy,0.05064050000000009
usD,0.3333333333333333,-1,0.5,Allowed,-0.1975524999999999
usD,0.3333333333333333,-1,1.5,Energy,0.05064050000000009
usS,0.3333333333333333,0,0.5,Allowed,-0.08571849999999981
usS,0.3333333333333333,0,1.5,Energy,0.16247450000000008
usC,0.3333333333333333,-1,0.5,Allowed,-97.8395525
usC,0.3333333333333333,-1,1.5,Allowed,-97.5913595
usB,0.3333333333333333,-1,0.5,Allowed,-94.9395525
usB,0.3333333333333333,-1,1.5,Allowed,-94.6913595
ucc,1.0,0,0.5,Allowed,-0.46461850000000027
ucc,1.0,0,1.5,Allowed,-0.21642550000000016
ucb,1.0,0,0.5,Allowed,-93.4496185
ucb,1.0,0,1.5,Allowed,-93.2014255
ucU,0.3333333333333333,0,0.5,Allowed,-97.7277185
ucU,0.3333333333333333,0,1.5,Allowed,-97.4795255
ucD,0.3333333333333333,0,0.5,Allowed,-97.7277185
ucD,0.3333333333333333,0,1.5,Allowed,-97.4795255
ucS,0.3333333333333333,1,0.5,Allowed,-97.61588449999999
ucS,0.3333333333333333,1,1.5,Allowed,-97.3676915
ucC,0.3333333333333333,0,0.5,Allowed,-96.4477185
ucC,0.3333333333333333,0,1.5,Allowed,-96.1995255
ucB,0.3333333333333333,0,0.5,Allowed,-93.5477185
ucB,0.3333333333333333,0,1.5,Allowed,-93.2995255
ubb,1.0,0,0.5,Allowed,-90.7096185
ubb,1.0,0,1.5,Allowed,-90.4614255
ubU,0.3333333333333333,0,0.5,Allowed,-94.8277185
ubU,0.3333333333333333,0,1.5,Allowed,-94.5795255
ubD,0.3333333333333333,0,0.5,Allowed,-94.8277185
ubD,0.3333333333333333,0,1.5,Allowed,-94.5795255
ubS,0.3333333333333333,1,0.5,Allowed,-94.7158845
ubS,0.3333333333333333,1,1.5,Allowed,-94.4676915
ubC,0.3333333333333333,0,0.5,Allowed,-93.5477185
ubC,0.3333333333333333,0,1.5,Allowed,-93.2995255
ubB,0.3333333333333333,0,0.5,Allowed,-90.6477185
ubB,0.3333333333333333,0,1.5,Allowed,-90.3995255
uUU,-0.3333333333333333,0,0.5,Allowed,-0.18381849999999966
uUU,-0.3333333333333333,0,1.5,Energy,0.06437450000000022
uUD,-0.3333333333333333,0,0.5,Allowed,-0.18381849999999966
uUD,-0.3333333333333333,0,1.5,Energy,0.06437450000000022
uUS,-0.3333333333333333,1,0.5,Allowed,-0.07198449999999967
uUS,-0.3333333333333333,1,1.5,Energy,0.17620850000000043
uUC,-0.3333333333333333,0,0.5,Allowed,-97.8258185
uUC,-0.3333333333333333,0,1.5,Allowed,-97.5776255
uUB,-0.3333333333333333,0,0.5,Allowed,-94.9258185
uUB,-0.3333333333333333,0,1.5,Allowed,-94.6776255
uDD,-0.3333333333333333,0,0.5,Allowed,-0.18381849999999966
uDD,-0.3333333333333333,0,1.5,Energy,0.06437450000000022
uDS,-0.3333333333333333,1,0.5,Allowed,-0.07198449999999967
uDS,-0.3333333333333333,1,1.5,Energy,0.17620850000000043
uDC,-0.3333333333333333,0,0.5,Allowed,-97.8258185
uDC,-0.3333333333333333,0,1.5,Allowed,-97.5776255
uDB,-0.3333333333333333,0,0.5,Allowed,-94.9258185
uDB,-0.3333333333333333,0,1.5,Allowed,-94.6776255
uSS,-0.3333333333333333,2,0.5,Energy,0.03984950000000009
uSS,-0.3333333333333333,2,1.5,Energy,0.2880425000000002
uSC,-0.3333333333333333,1,0.5,Allowed,-97.7139845
uSC,-0.3333333333333333,1,1.5,Allowed,-97.4657915
uSB,-0.3333333333333333,1,0.5,Allowed,-94.8139845
uSB,-0.3333333333333333,1,1.5,Allowed,-94.5657915
uCC,-0.3333333333333333,0,0.5,Allowed,-96.5458185
uCC,-0.3333333333333333,0,1.5,Allowed,-96.2976255
uCB,-0.3333333333333333,0,0.5,Allowed,-93.6458185
uCB,-0.3333333333333333,0,1.5,Allowed,-93.3976255
uBB,-0.3333333333333333,0,0.5,Allowed,-90.7458185
uBB,-0.3333333333333333,0,1.5,Allowed,-90.4976255
ddd,1.0,0,0.5,Energy,0.012381500000000267
ddd,1.0,0,1.5,Energy,0.26057450000000015
dds,1.0,-1,0.5,Allowed,-0.09945249999999983
dds,1.0,-1,1.5,Energy,0.14874050000000016
ddc,1.0,0,0.5,Allowed,-97.6296185
ddc,1.0,0,1.5,Allowed,-97.3814255
ddb,1.0,0,0.5,Allowed,-94.7296185
ddb,1.0,0,1.5,Allowed,-94.4814255
ddU,0.3333333333333333,0,0.5,Allowed,-0.08571849999999981
ddU,0.3333333333333333,0,1.5,Energy,0.16247450000000008
ddD,0.3333333333333333,0,0.5,Allowed,-0.08571849999999981
ddD,0.3333333333333333,0,1.5,Energy,0.16247450000000008
ddS,0.3333333333333333,1,0.5,Energy,0.02611550000000018
ddS,0.3333333333333333,1,1.5,Energy,0.2743085000000005
ddC,0.3333333333333333,0,0.5,Allowed,-97.7277185
ddC,0.3333333333333333,0,1.5,Allowed,-97.4795255
ddB,0.3333333333333333,0,0.5,Allowed,-94.8277185
ddB,0.3333333333333333,0,1.5,Allowed,-94.5795255
dss,1.0,-2,0.5,Allowed,-0.2112864999999997
dss,1.0,-2,1.5,Energy,0.036906500000000175
dsc,1.0,-1,0.5,Allowed,-97.7414525
dsc,1.0,-1,1.5,Allowed,-97.4932595
dsb,1.0,-1,0.5,Allowed,-94.8414525
dsb,1.0,-1,1.5,Allowed,-94.5932595
dsU,0.3333333333333333,-1,0.5,Allowed,-0.1975524999999999
dsU,0.3333333333333333,-1,1.5,Energy,0.05064050000000009
dsD,0.3333333333333333,-1,0.5,Allowed,-0.1975524999999999
dsD,0.3333333333333333,-1,1.5,Energy,0.05064050000000009
dsS,0.3333333333333333,0,0.5,Allowed,-0.08571849999999981
dsS,0.3333333333333333,0,1.5,Energy,0.16247450000000008
dsC,0.3333333333333333,-1,0.5,Allowed,-97.8395525
dsC,0.3333333333333333,-1,1.5,Allowed,-97.5913595
dsB,0.3333333333333333,-1,0.5,Allowed,-94.9395525
dsB,0.3333333333333333,-1,1.5,Allowed,-94.6913595
dcc,1.0,0,0.5,Allowed,-0.46461850000000027
dcc,1.0,0,1.5,Allowed,-0.21642550000000016
dcb,1.0,0,0.5,Allowed,-93.4496185
dcb,1.0,0,1.5,Allowed,-93.2014255
dcU,0.3333333333333333,0,0.5,Allowed,-97.7277185
dcU,0.3333333333333333,0,1.5,Allowed,-97.4795255
dcD,0.3333333333333333,0,0.5,Allowed,-97.7277185
dcD,0.3333333333333333,0,1.5,Allowed,-97.4795255
dcS,0.3333333333333333,1,0.5,Allowed,-97.61588449999999
dcS,0.3333333333333333,1,1.5,Allowed,-97.3676915
dcC,0.3333333333333333,0,0.5,Allowed,-96.4477185
dcC,0.3333333333333333,0,1.5,Allowed,-96.1995255
dcB,0.3333333333333333,0,0.5,Allowed,-93.5477185
dcB,0.3333333333333333,0,1.5,Allowed,-93.2995255
dbb,1.0,0,0.5,Allowed,-90.7096185
dbb,1.0,0,1.5,Allowed,-90.4614255
dbU,0.3333333333333333,0,0.5,Allowed,-94.8277185
dbU,0.3333333333333333,0,1.5,Allowed,-94.5795255
dbD,0.3333333333333333,0,0.5,Allowed,-94.8277185
dbD,0.3333333333333333,0,1.5,Allowed,-94.5795255
dbS,0.3333333333333333,1,0.5,Allowed,-94.7158845
dbS,0.3333333333333333,1,1.5,Allowed,-94.4676915
dbC,0.3333333333333333,0,0.5,Allowed,-93.5477185
dbC,0.3333333333333333,0,1.5,Allowed,-93.2995255
dbB,0.3333333333333333,0,0.5,Allowed,-90.6477185
dbB,0.3333333333333333,0,1.5,Allowed,-90.3995255
dUU,-0.3333333333333333,0,0.5,Allowed,-0.18381849999999966
dUU,-0.3333333333333333,0,1.5,Energy,0.06437450000000022
dUD,-0.3333333333333333,0,0.5,Allowed,-0.18381849999999966
dUD,-0.3333333333333333,0,1.5,Energy,0.06437450000000022
dUS,-0.3333333333333333,1,0.5,Allowed,-0.07198449999999967
dUS,-0.3333333333333333,1,1.5,Energy,0.17620850000000043
dUC,-0.3333333333333333,0,0.5,Allowed,-97.8258185
dUC,-0.3333333333333333,0,1.5,Allowed,-97.5776255
dUB,-0.3333333333333333,0,0.5,Allowed,-94.9258185
dUB,-0.3333333333333333,0,1.5,Allowed,-94.6776255
dDD,-0.3333333333333333,0,0.5,Allowed,-0.18381849999999966
dDD,-0.3333333333333333,0,1.5,Energy,0.06437450000000022
dDS,-0.3333333333333333,1,0.5,Allowed,-0.07198449999999967
dDS,-0.3333333333333333,1,1.5,Energy,0.17620850000000043
dDC,-0.3333333333333333,0,0.5,Allowed,-97.8258185
dDC,-0.3333333333333333,0,1.5,Allowed,-97.5776255
dDB,-0.3333333333333333,0,0.5,Allowed,-94.9258185
dDB,-0.3333333333333333,0,1.5,Allowed,-94.6776255
dSS,-0.3333333333333333,2,0.5,Energy,0.03984950000000009
dSS,-0.3333333333333333,2,1.5,Energy,0.2880425000000002
dSC,-0.3333333333333333,1,0.5,Allowed,-97.7139845
dSC,-0.3333333333333333,1,1.5,Allowed,-97.4657915
dSB,-0.3333333333333333,1,0.5,Allowed,-94.8139845
dSB,-0.3333333333333333,1,1.5,Allowed,-94.5657915
dCC,-0.3333333333333333,0,0.5,Allowed,-96.5458185
dCC,-0.3333333333333333,0,1.5,Allowed,-96.2976255
dCB,-0.3333333333333333,0,0.5,Allowed,-93.6458185
dCB,-0.3333333333333333,0,1.5,Allowed,-93.3976255
dBB,-0.3333333333333333,0,0.5,Allowed,-90.7458185
dBB,-0.3333333333333333,0,1.5,Allowed,-90.4976255
sss,1.0,-3,0.5,Allowed,-0.3231204999999997
sss,1.0,-3,1.5,Allowed,-0.07492749999999981
ssc,1.0,-2,0.5,Allowed,-97.8532865
ssc,1.0,-2,1.5,Allowed,-97.6050935
ssb,1.0,-2,0.5,Allowed,-94.9532865
ssb,1.0,-2,1.5,Allowed,-94.7050935
ssU,0.3333333333333333,-2,0.5,Allowed,-0.3093864999999997
ssU,0.3333333333333333,-2,1.5,Allowed,-0.06119349999999968
ssD,0.3333333333333333,-2,0.5,Allowed,-0.3093864999999997
ssD,0.3333333333333333,-2,1.5,Allowed,-0.06119349999999968
ssS,0.3333333333333333,-1,0.5,Allowed,-0.1975524999999999
ssS,0.3333333333333333,-1,1.5,Energy,0.05064050000000009
ssC,0.3333333333333333,-2,0.5,Allowed,-97.9513865
ssC,0.3333333333333333,-2,1.5,Allowed,-97.7031935
ssB,0.3333333333333333,-2,0.5,Allowed,-95.0513865
ssB,0.3333333333333333,-2,1.5,Allowed,-94.8031935
scc,1.0,-1,0.5,Allowed,-0.5764525000000003
scc,1.0,-1,1.5,Allowed,-0.32825950000000015
scb,1.0,-1,0.5,Allowed,-93.5614525
scb,1.0,-1,1.5,Allowed,-93.3132595
scU,0.3333333333333333,-1,0.5,Allowed,-97.8395525
scU,0.3333333333333333,-1,1.5,Allowed,-97.5913595
scD,0.3333333333333333,-1,0.5,Allowed,-97.8395525
scD,0.3333333333333333,-1,1.5,Allowed,-97.5913595
scS,0.3333333333333333,0,0.5,Allowed,-97.7277185
scS,0.3333333333333333,0,1.5,Allowed,-97.4795255
scC,0.3333333333333333,-1,0.5,Allowed,-96.5595525
scC,0.3333333333333333,-1,1.5,Allowed,-96.3113595
scB,0.3333333333333333,-1,0.5,Allowed,-93.6595525
scB,0.3333333333333333,-1,1.5,Allowed,-93.4113595
sbb,1.0,-1,0.5,Allowed,-90.8214525
sbb,1.0,-1,1.5,Allowed,-90.5732595
sbU,0.3333333333333333,-1,0.5,Allowed,-94.9395525
sbU,0.3333333333333333,-1,1.5,Allowed,-94.6913595
sbD,0.3333333333333333,-1,0.5,Allowed,-94.9395525
sbD,0.3333333333333333,-1,1.5,Allowed,-94.6913595
sbS,0.3333333333333333,0,0.5,Allowed,-94.8277185
sbS,0.3333333333333333,0,1.5,Allowed,-94.5795255
sbC,0.3333333333333333,-1,0.5,Allowed,-93.6595525
sbC,0.3333333333333333,-1,1.5,Allowed,-93.4113595
sbB,0.3333333333333333,-1,0.5,Allowed,-90.7595525
sbB,0.3333333333333333,-1,1.5,Allowed,-90.5113595
sUU,-0.3333333333333333,-1,0.5,Allowed,-0.29565249999999976
sUU,-0.3333333333333333,-1,1.5,Allowed,-0.047459499999999766
sUD,-0.3333333333333333,-1,0.5,Allowed,-0.29565249999999976
sUD,-0.3333333333333333,-1,1.5,Allowed,-0.047459499999999766
sUS,-0.3333333333333333,0,0.5,Allowed,-0.18381849999999966
sUS,-0.3333333333333333,0,1.5,Energy,0.06437450000000022
sUC,-0.3333333333333333,-1,0.5,Allowed,-97.9376525
sUC,-0.3333333333333333,-1,1.5,Allowed,-97.6894595
sUB,-0.3333333333333333,-1,0.5,Allowed,-95.03765250000001
sUB,-0.3333333333333333,-1,1.5,Allowed,-94.7894595
sDD,-0.3333333333333333,-1,0.5,Allowed,-0.29565249999999976
sDD,-0.3333333333333333,-1,1.5,Allowed,-0.047459499999999766
sDS,-0.3333333333333333,0,0.5,Allowed,-0.18381849999999966
sDS,-0.3333333333333333,0,1.5,Energy,0.06437450000000022
sDC,-0.3333333333333333,-1,0.5,Allowed,-97.9376525
sDC,-0.3333333333333333,-1,1.5,Allowed,-97.6894595
sDB,-0.3333333333333333,-1,0.5,Allowed,-95.03765250000001
sDB,-0.3333333333333333,-1,1.5,Allowed,-94.7894595
sSS,-0.3333333333333333,1,0.5,Allowed,-0.07198449999999967
sSS,-0.3333333333333333,1,1.5,Energy,0.17620850000000043
sSC,-0.3333333333333333,0,0.5,Allowed,-97.8258185
sSC,-0.3333333333333333,0,1.5,Allowed,-97.5776255
sSB,-0.3333333333333333,0,0.5,Allowed,-94.9258185
sSB,-0.3333333333333333,0,1.5,Allowed,-94.6776255
sCC,-0.3333333333333333,-1,0.5,Allowed,-96.6576525
sCC,-0.3333333333333333,-1,1.5,Allowed,-96.4094595
sCB,-0.3333333333333333,-1,0.5,Allowed,-93.7576525
sCB,-0.3333333333333333,-1,1.5,Allowed,-93.5094595
sBB,-0.3333333333333333,-1,0.5,Allowed,-90.8576525
sBB,-0.3333333333333333,-1,1.5,Allowed,-90.6094595
ccc,1.0,0,0.5,Allowed,-94.8996185
ccc,1.0,0,1.5,Allowed,-94.6514255
ccb,1.0,0,0.5,Energy,3.9653815000000012
ccb,1.0,0,1.5,Energy,4.2135745
ccU,0.3333333333333333,0,0.5,Allowed,-96.5277185
ccU,0.3333333333333333,0,1.5,Allowed,-96.2795255
ccD,0.3333333333333333,0,0.5,Allowed,-96.5277185
ccD,0.3333333333333333,0,1.5,Allowed,-96.2795255
ccS,0.3333333333333333,1,0.5,Allowed,-96.4158845
ccS,0.3333333333333333,1,1.5,Allowed,-96.1676915
ccC,0.3333333333333333,0,0.5,Allowed,-94.9977185
ccC,0.3333333333333333,0,1.5,Allowed,-94.7495255
ccB,0.3333333333333333,0,0.5,Allowed,-92.0977185
ccB,0.3333333333333333,0,1.5,Allowed,-91.8495255
cbb,1.0,0,0.5,Allowed,-89.1796185
cbb,1.0,0,1.5,Allowed,-88.9314255
cbU,0.3333333333333333,0,0.5,Allowed,-93.5477185
cbU,0.3333333333333333,0,1.5,Allowed,-93.2995255
cbD,0.3333333333333333,0,0.5,Allowed,-93.5477185
cbD,0.3333333333333333,0,1.5,Allowed,-93.2995255
cbS,0.3333333333333333,1,0.5,Allowed,-93.4358845
cbS,0.3333333333333333,1,1.5,Allowed,-93.1876915
cbC,0.3333333333333333,0,0.5,Allowed,-92.0177185
cbC,0.3333333333333333,0,1.5,Allowed,-91.7695255
cbB,0.3333333333333333,0,0.5,Allowed,-89.1177185
cbB,0.3333333333333333,0,1.5,Allowed,-88.86952550000001
cUU,-0.3333333333333333,0,0.5,Allowed,-97.8258185
cUU,-0.3333333333333333,0,1.5,Allowed,-97.5776255
cUD,-0.3333333333333333,0,0.5,Allowed,-97.8258185
cUD,-0.3333333333333333,0,1.5,Allowed,-97.5776255
cUS,-0.3333333333333333,1,0.5,Allowed,-97.7139845
cUS,-0.3333333333333333,1,1.5,Allowed,-97.4657915
cUC,-0.3333333333333333,0,0.5,Allowed,-96.5458185
cUC,-0.3333333333333333,0,1.5,Allowed,-96.2976255
cUB,-0.3333333333333333,0,0.5,Allowed,-93.6458185
cUB,-0.3333333333333333,0,1.5,Allowed,-93.3976255
cDD,-0.3333333333333333,0,0.5,Allowed,-97.8258185
cDD,-0.3333333333333333,0,1.5,Allowed,-97.5776255
cDS,-0.3333333333333333,1,0.5,Allowed,-97.7139845
cDS,-0.3333333333333333,1,1.5,Allowed,-97.4657915
cDC,-0.3333333333333333,0,0.5,Allowed,-96.5458185
cDC,-0.3333333333333333,0,1.5,Allowed,-96.2976255
cDB,-0.3333333333333333,0,0.5,Allowed,-93.6458185
cDB,-0.3333333333333333,0,1.5,Allowed,-93.3976255
cSS,-0.3333333333333333,2,0.5,Allowed,-97.6021505
cSS,-0.3333333333333333,2,1.5,Allowed,-97.3539575
cSC,-0.3333333333333333,1,0.5,Allowed,-96.4339845
cSC,-0.3333333333333333,1,1.5,Allowed,-96.1857915
cSB,-0.3333333333333333,1,0.5,Allowed,-93.5339845
cSB,-0.3333333333333333,1,1.5,Allowed,-93.2857915
cCC,-0.3333333333333333,0,0.5,Allowed,-95.0158185
cCC,-0.3333333333333333,0,1.5,Allowed,-94.7676255
cCB,-0.3333333333333333,0,0.5,Allowed,-92.1158185
cCB,-0.3333333333333333,0,1.5,Allowed,-91.8676255
cBB,-0.3333333333333333,0,0.5,Allowed,-89.2158185
cBB,-0.3333333333333333,0,1.5,Allowed,-88.9676255
bbb,1.0,0,0.5,Allowed,-86.2796185
bbb,1.0,0,1.5,Allowed,-86.0314255
bbU,0.3333333333333333,0,0.5,Allowed,-90.8077185
bbU,0.3333333333333333,0,1.5,Allowed,-90.5595255
bbD,0.3333333333333333,0,0.5,Allowed,-90.8077185
bbD,0.3333333333333333,0,1.5,Allowed,-90.5595255
bbS,0.3333333333333333,1,0.5,Allowed,-90.6958845
bbS,0.3333333333333333,1,1.5,Allowed,-90.4476915
bbC,0.3333333333333333,0,0.5,Allowed,-89.2777185
bbC,0.3333333333333333,0,1.5,Allowed,-89.0295255
bbB,0.3333333333333333,0,0.5,Allowed,-86.3777185
bbB,0.3333333333333333,0,1.5,Allowed,-86.1295255
bUU,-0.3333333333333333,0,0.5,Allowed,-94.9258185
bUU,-0.3333333333333333,0,1.5,Allowed,-94.6776255
bUD,-0.3333333333333333,0,0.5,Allowed,-94.9258185
bUD,-0.3333333333333333,0,1.5,Allowed,-94.6776255
bUS,-0.3333333333333333,1,0.5,Allowed,-94.8139845
bUS,-0.3333333333333333,1,1.5,Allowed,-94.5657915
bUC,-0.3333333333333333,0,0.5,Allowed,-93.6458185
bUC,-0.3333333333333333,0,1.5,Allowed,-93.3976255
bUB,-0.3333333333333333,0,0.5,Allowed,-90.7458185
bUB,-0.3333333333333333,0,1.5,Allowed,-90.4976255
bDD,-0.3333333333333333,0,0.5,Allowed,-94.9258185
