quarks,B,S,J,status,dE
bDD,-0.3333333333333333,0,1.5,Allowed,-94.6776255
bDS,-0.3333333333333333,1,0.5,Allowed,-94.8139845
bDS,-0.3333333333333333,1,1.5,Allowed,-94.5657915
bDC,-0.3333333333333333,0,0.5,Allowed,-93.6458185
bDC,-0.3333333333333333,0,1.5,Allowed,-93.3976255
bDB,-0.3333333333333333,0,0.5,Allowed,-90.7458185
bDB,-0.3333333333333333,0,1.5,Allowed,-90.4976255
bSS,-0.3333333333333333,2,0.5,Allowed,-94.7021505
bSS,-0.3333333333333333,2,1.5,Allowed,-94.4539575
bSC,-0.3333333333333333,1,0.5,Allowed,-93.5339845
bSC,-0.3333333333333333,1,1.5,Allowed,-93.2857915
bSB,-0.3333333333333333,1,0.5,Allowed,-90.6339845
bSB,-0.3333333333333333,1,1.5,Allowed,-90.3857915
bCC,-0.3333333333333333,0,0.5,Allowed,-92.1158185
bCC,-0.3333333333333333,0,1.5,Allowed,-91.8676255
bCB,-0.3333333333333333,0,0.5,Allowed,-89.2158185
bCB,-0.3333333333333333,0,1.5,Allowed,-88.9676255
bBB,-0.3333333333333333,0,0.5,Allowed,-86.3158185
bBB,-0.3333333333333333,0,1.5,Allowed,-86.0676255
UUU,-1.0,0,0.5,Allowed,-0.28191849999999974
UUU,-1.0,0,1.5,Allowed,-0.03372549999999985
UUD,-1.0,0,0.5,Allowed,-0.28191849999999974
UUD,-1.0,0,1.5,Allowed,-0.03372549999999985
UUS,-1.0,1,0.5,Allowed,-0.17008449999999964
UUS,-1.0,1,1.5,Energy,0.07810850000000014
UUC,-1.0,0,0.5,Allowed,-97.9239185
UUC,-1.0,0,1.5,Allowed,-97.6757255
UUB,-1.0,0,0.5,Allowed,-95.02391850000001
UUB,-1.0,0,1.5,Allowed,-94.7757255
UDD,-1.0,0,0.5,Allowed,-0.28191849999999974
UDD,-1.0,0,1.5,Allowed,-0.03372549999999985
UDS,-1.0,1,0.5,Allowed,-0.17008449999999964
UDS,-1.0,1,1.5,Energy,0.07810850000000014
UDC,-1.0,0,0.5,Allowed,-97.9239185
UDC,-1.0,0,1.5,Allowed,-97.6757255
UDB,-1.0,0,0.5,Allowed,-95.02391850000001
UDB,-1.0,0,1.5,Allowed,-94.7757255
USS,-1.0,2,0.5,Allowed,-0.05825049999999976
USS,-1.0,2,1.5,Energy,0.18994250000000035
USC,-1.0,1,0.5,Allowed,-97.8120845
USC,-1.0,1,1.5,Allowed,-97.5638915
USB,-1.0,1,0.5,Allowed,-94.9120845
USB,-1.0,1,1.5,Allowed,-94.6638915
UCC,-1.0,0,0.5,Allowed,-96.6439185
UCC,-1.0,0,1.5,Allowed,-96.3957255
UCB,-1.0,0,0.5,Allowed,-93.7439185
UCB,-1.0,0,1.5,Allowed,-93.4957255
UBB,-1.0,0,0.5,Allowed,-90.8439185
UBB,-1.0,0,1.5,Allowed,-90.5957255
DDD,-1.0,0,0.5,Allowed,-0.28191849999999974
DDD,-1.0,0,1.5,Allowed,-0.03372549999999985
DDS,-1.0,1,0.5,Allowed,-0.17008449999999964
DDS,-1.0,1,1.5,Energy,0.07810850000000014
DDC,-1.0,0,0.5,Allowed,-97.9239185
DDC,-1.0,0,1.5,Allowed,-97.6757255
DDB,-1.0,0,0.5,Allowed,-95.02391850000001
DDB,-1.0,0,1.5,Allowed,-94.7757255
DSS,-1.0,2,0.5,Allowed,-0.05825049999999976
DSS,-1.0,2,1.5,Energy,0.18994250000000035
DSC,-1.0,1,0.5,Allowed,-97.8120845
DSC,-1.0,1,1.5,Allowed,-97.5638915
DSB,-1.0,1,0.5,Allowed,-94.9120845
DSB,-1.0,1,1.5,Allowed,-94.6638915
DCC,-1.0,0,0.5,Allowed,-96.6439185
DCC,-1.0,0,1.5,Allowed,-96.3957255
DCB,-1.0,0,0.5,Allowed,-93.7439185
DCB,-1.0,0,1.5,Allowed,-93.4957255
DBB,-1.0,0,0.5,Allowed,-90.8439185
DBB,-1.0,0,1.5,Allowed,-90.5957255
SSS,-1.0,3,0.5,Energy,0.05358350000000023
SSS,-1.0,3,1.5,Energy,0.30177650000000034
SSC,-1.0,2,0.5,Allowed,-97.7002505
SSC,-1.0,2,1.5,Allowed,-97.4520575
SSB,-1.0,2,0.5,Allowed,-94.8002505
SSB,-1.0,2,1.5,Allowed,-94.5520575
SCC,-1.0,1,0.5,Allowed,-96.5320845
SCC,-1.0,1,1.5,Allowed,-96.2838915
SCB,-1.0,1,0.5,Allowed,-93.6320845
SCB,-1.0,1,1.5,Allowed,-93.3838915
SBB,-1.0,1,0.5,Allowed,-90.7320845
SBB,-1.0,1,1.5,Allowed,-90.4838915
CCC,-1.0,0,0.5,Allowed,-95.1139185
CCC,-1.0,0,1.5,Allowed,-94.8657255
CCB,-1.0,0,0.5,Allowed,-92.2139185
CCB,-1.0,0,1.5,Allowed,-91.9657255
CBB,-1.0,0,0.5,Allowed,-89.3139185
CBB,-1.0,0,1.5,Allowed,-89.0657255
BBB,-1.0,0,0.5,Allowed,-86.4139185
BBB,-1.0,0,1.5,Allowed,-86.16572550000001
uuuu,1.3333333333333333,0,0.0,Allowed,-0.06266499999999975
uuuu,1.3333333333333333,0,1.0,Energy,0.18552800000000036
uuuu,1.3333333333333333,0,2.0,Energy,0.43372100000000025
uuud,1.3333333333333333,0,0.0,Allowed,-0.06266499999999975
uuud,1.3333333333333333,0,1.0,Energy,0.18552800000000036
uuud,1.3333333333333333,0,2.0,Energy,0.43372100000000025
uuus,1.3333333333333333,-1,0.0,Allowed,-0.17449899999999985
uuus,1.3333333333333333,-1,1.0,Energy,0.07369400000000015
uuus,1.3333333333333333,-1,2.0,Energy,0.32188700000000003
uuuc,1.3333333333333333,0,0.0,Allowed,-97.704665
uuuc,1.3333333333333333,0,1.0,Allowed,-97.456472
uuuc,1.3333333333333333,0,2.0,Allowed,-97.208279
uuub,1.3333333333333333,0,0.0,Allowed,-94.804665
uuub,1.3333333333333333,0,1.0,Allowed,-94.556472
uuub,1.3333333333333333,0,2.0,Allowed,-94.308279
uuuU,0.6666666666666666,0,0.0,Allowed,-0.16076499999999982
uuuU,0.6666666666666666,0,1.0,Energy,0.08742800000000028
uuuU,0.6666666666666666,0,2.0,Energy,0.33562100000000017
uuuD,0.6666666666666666,0,0.0,Allowed,-0.16076499999999982
uuuD,0.6666666666666666,0,1.0,Energy,0.08742800000000028
uuuD,0.6666666666666666,0,2.0,Energy,0.33562100000000017
uuuS,0.6666666666666666,1,0.0,Allowed,-0.048930999999999614
uuuS,0.6666666666666666,1,1.0,Energy,0.19926200000000027
uuuS,0.6666666666666666,1,2.0,Energy,0.4474550000000004
uuuC,0.6666666666666666,0,0.0,Allowed,-97.802765
uuuC,0.6666666666666666,0,1.0,Allowed,-97.554572
uuuC,0.6666666666666666,0,2.0,Allowed,-97.30637899999999
uuuB,0.6666666666666666,0,0.0,Allowed,-94.902765
uuuB,0.6666666666666666,0,1.0,Allowed,-94.654572
uuuB,0.6666666666666666,0,2.0,Allowed,-94.406379
uudd,1.3333333333333333,0,0.0,Allowed,-0.06266499999999975
uudd,1.3333333333333333,0,1.0,Energy,0.18552800000000036
uudd,1.3333333333333333,0,2.0,Energy,0.43372100000000025
uuds,1.3333333333333333,-1,0.0,Allowed,-0.17449899999999985
uuds,1.3333333333333333,-1,1.0,Energy,0.07369400000000015
uuds,1.3333333333333333,-1,2.0,Energy,0.32188700000000003
uudc,1.3333333333333333,0,0.0,Allowed,-97.704665
uudc,1.3333333333333333,0,1.0,Allowed,-97.456472
uudc,1.3333333333333333,0,2.0,Allowed,-97.208279
uudb,1.3333333333333333,0,0.0,Allowed,-94.804665
uudb,1.3333333333333333,0,1.0,Allowed,-94.556472
uudb,1.3333333333333333,0,2.0,Allowed,-94.308279
uudU,0.6666666666666666,0,0.0,Allowed,-0.16076499999999982
uudU,0.6666666666666666,0,1.0,Energy,0.08742800000000028
uudU,0.6666666666666666,0,2.0,Energy,0.33562100000000017
uudD,0.6666666666666666,0,0.0,Allowed,-0.16076499999999982
uudD,0.6666666666666666,0,1.0,Energy,0.08742800000000028
uudD,0.6666666666666666,0,2.0,Energy,0.33562100000000017
uudS,0.6666666666666666,1,0.0,Allowed,-0.048930999999999614
uudS,0.6666666666666666,1,1.0,Energy,0.19926200000000027
uudS,0.6666666666666666,1,2.0,Energy,0.4474550000000004
uudC,0.6666666666666666,0,0.0,Allowed,-97.802765
uudC,0.6666666666666666,0,1.0,Allowed,-97.554572
uudC,0.6666666666666666,0,2.0,Allowed,-97.30637899999999
uudB,0.6666666666666666,0,0.0,Allowed,-94.902765
uudB,0.6666666666666666,0,1.0,Allowed,-94.654572
uudB,0.6666666666666666,0,2.0,Allowed,-94.406379
uuss,1.3333333333333333,-2,0.0,Allowed,-0.28633299999999984
uuss,1.3333333333333333,-2,1.0,Allowed,-0.03813999999999962
uuss,1.3333333333333333,-2,2.0,Energy,0.21005300000000027
uusc,1.3333333333333333,-1,0.0,Allowed,-97.816499
uusc,1.3333333333333333,-1,1.0,Allowed,-97.568306
uusc,1.3333333333333333,-1,2.0,Allowed,-97.320113
uusb,1.3333333333333333,-1,0.0,Allowed,-94.916499
uusb,1.3333333333333333,-1,1.0,Allowed,-94.668306
uusb,1.3333333333333333,-1,2.0,Allowed,-94.420113
uusU,0.6666666666666666,-1,0.0,Allowed,-0.2725989999999999
uusU,0.6666666666666666,-1,1.0,Allowed,-0.024405999999999706
uusU,0.6666666666666666,-1,2.0,Energy,0.22378700000000018
uusD,0.6666666666666666,-1,0.0,Allowed,-0.2725989999999999
uusD,0.6666666666666666,-1,1.0,Allowed,-0.024405999999999706
uusD,0.6666666666666666,-1,2.0,Energy,0.22378700000000018
uusS,0.6666666666666666,0,0.0,Allowed,-0.16076499999999982
uusS,0.6666666666666666,0,1.0,Energy,0.08742800000000028
uusS,0.6666666666666666,0,2.0,Energy,0.33562100000000017
uusC,0.6666666666666666,-1,0.0,Allowed,-97.914599
uusC,0.6666666666666666,-1,1.0,Allowed,-97.666406
uusC,0.6666666666666666,-1,2.0,Allowed,-97.418213
uusB,0.6666666666666666,-1,0.0,Allowed,-95.014599
uusB,0.6666666666666666,-1,1.0,Allowed,-94.766406
uusB,0.6666666666666666,-1,2.0,Allowed,-94.518213
uucc,1.3333333333333333,0,0.0,Allowed,-96.504665
uucc,1.3333333333333333,0,1.0,Allowed,-96.256472
uucc,1.3333333333333333,0,2.0,Allowed,-96.008279
uucb,1.3333333333333333,0,0.0,Allowed,-93.524665
uucb,1.3333333333333333,0,1.0,Allowed,-93.276472
uucb,1.3333333333333333,0,2.0,Allowed,-93.028279
uucU,0.6666666666666666,0,0.0,Allowed,-97.802765
uucU,0.6666666666666666,0,1.0,Allowed,-97.554572
uucU,0.6666666666666666,0,2.0,Allowed,-97.30637899999999
uucD,0.6666666666666666,0,0.0,Allowed,-97.802765
uucD,0.6666666666666666,0,1.0,Allowed,-97.554572
uucD,0.6666666666666666,0,2.0,Allowed,-97.30637899999999
uucS,0.6666666666666666,1,0.0,Allowed,-97.690931
uucS,0.6666666666666666,1,1.0,Allowed,-97.442738
uucS,0.6666666666666666,1,2.0,Allowed,-97.194545
uucC,0.6666666666666666,0,0.0,Allowed,-96.52276499999999
uucC,0.6666666666666666,0,1.0,Allowed,-96.274572
uucC,0.6666666666666666,0,2.0,Allowed,-96.026379
uucB,0.6666666666666666,0,0.0,Allowed,-93.622765
uucB,0.6666666666666666,0,1.0,Allowed,-93.374572
uucB,0.6666666666666666,0,2.0,Allowed,-93.126379
uubb,1.3333333333333333,0,0.0,Allowed,-90.784665
uubb,1.3333333333333333,0,1.0,Allowed,-90.536472
uubb,1.3333333333333333,0,2.0,Allowed,-90.288279
uubU,0.6666666666666666,0,0.0,Allowed,-94.902765
uubU,0.6666666666666666,0,1.0,Allowed,-94.654572
uubU,0.6666666666666666,0,2.0,Allowed,-94.406379
uubD,0.6666666666666666,0,0.0,Allowed,-94.902765
uubD,0.6666666666666666,0,1.0,Allowed,-94.654572
uubD,0.6666666666666666,0,2.0,Allowed,-94.406379
uubS,0.6666666666666666,1,0.0,Allowed,-94.790931
uubS,0.6666666666666666,1,1.0,Allowed,-94.542738
uubS,0.6666666666666666,1,2.0,Allowed,-94.294545
uubC,0.6666666666666666,0,0.0,Allowed,-93.622765
uubC,0.6666666666666666,0,1.0,Allowed,-93.374572
uubC,0.6666666666666666,0,2.0,Allowed,-93.126379
uubB,0.6666666666666666,0,0.0,Allowed,-90.722765
uubB,0.6666666666666666,0,1.0,Allowed,-90.474572
uubB,0.6666666666666666,0,2.0,Allowed,-90.22637900000001
uuUU,0.0,0,0.0,Energy,0.5391349999999999
uuUU,0.0,0,1.0,Energy,0.787328
uuUU,0.0,0,2.0,Energy,1.035521
uuUD,0.0,0,0.0,Energy,0.5391349999999999
uuUD,0.0,0,1.0,Energy,0.787328
uuUD,0.0,0,2.0,Energy,1.035521
uuUS,0.0,1,0.0,Energy,0.650969
uuUS,0.0,1,1.0,Energy,0.899162
uuUS,0.0,1,2.0,Energy,1.147355
uuUC,0.0,0,0.0,Allowed,-97.900865
uuUC,0.0,0,1.0,Allowed,-97.652672
uuUC,0.0,0,2.0,Allowed,-97.404479
uuUB,0.0,0,0.0,Allowed,-95.000865
uuUB,0.0,0,1.0,Allowed,-94.752672
uuUB,0.0,0,2.0,Allowed,-94.504479
uuDD,0.0,0,0.0,Energy,0.5391349999999999
uuDD,0.0,0,1.0,Energy,0.787328
uuDD,0.0,0,2.0,Energy,1.035521
uuDS,0.0,1,0.0,Energy,0.650969
uuDS,0.0,1,1.0,Energy,0.899162
uuDS,0.0,1,2.0,Energy,1.147355
uuDC,0.0,0,0.0,Allowed,-97.900865
uuDC,0.0,0,1.0,Allowed,-97.652672
uuDC,0.0,0,2.0,Allowed,-97.404479
uuDB,0.0,0,0.0,Allowed,-95.000865
uuDB,0.0,0,1.0,Allowed,-94.752672
uuDB,0.0,0,2.0,Allowed,-94.504479
uuSS,0.0,2,0.0,Energy,0.7628030000000001
uuSS,0.0,2,1.0,Energy,1.010996
uuSS,0.0,2,2.0,Energy,1.2591890000000001
uuSC,0.0,1,0.0,Allowed,-97.789031
uuSC,0.0,1,1.0,Allowed,-97.540838
uuSC,0.0,1,2.0,Allowed,-97.292645
uuSB,0.0,1,0.0,Allowed,-94.889031
uuSB,0.0,1,1.0,Allowed,-94.640838
uuSB,0.0,1,2.0,Allowed,-94.392645
uuCC,0.0,0,0.0,Allowed,-96.620865
uuCC,0.0,0,1.0,Allowed,-96.372672
uuCC,0.0,0,2.0,Allowed,-96.124479
uuCB,0.0,0,0.0,Allowed,-93.720865
uuCB,0.0,0,1.0,Allowed,-93.472672
uuCB,0.0,0,2.0,Allowed,-93.224479
uuBB,0.0,0,0.0,Allowed,-90.820865
uuBB,0.0,0,1.0,Allowed,-90.572672
uuBB,0.0,0,2.0,Allowed,-90.324479
uddd,1.3333333333333333,0,0.0,Allowed,-0.06266499999999975
uddd,1.3333333333333333,0,1.0,Energy,0.18552800000000036
uddd,1.3333333333333333,0,2.0,Energy,0.43372100000000025
udds,1.3333333333333333,-1,0.0,Allowed,-0.17449899999999985
udds,1.3333333333333333,-1,1.0,Energy,0.07369400000000015
udds,1.3333333333333333,-1,2.0,Energy,0.32188700000000003
uddc,1.3333333333333333,0,0.0,Allowed,-97.704665
uddc,1.3333333333333333,0,1.0,Allowed,-97.456472
uddc,1.3333333333333333,0,2.0,Allowed,-97.208279
uddb,1.3333333333333333,0,0.0,Allowed,-94.804665
uddb,1.3333333333333333,0,1.0,Allowed,-94.556472
uddb,1.3333333333333333,0,2.0,Allowed,-94.308279
uddU,0.6666666666666666,0,0.0,Allowed,-0.16076499999999982
uddU,0.6666666666666666,0,1.0,Energy,0.08742800000000028
uddU,0.6666666666666666,0,2.0,Energy,0.33562100000000017
uddD,0.6666666666666666,0,0.0,Allowed,-0.16076499999999982
uddD,0.6666666666666666,0,1.0,Energy,0.08742800000000028
uddD,0.6666666666666666,0,2.0,Energy,0.33562100000000017
uddS,0.6666666666666666,1,0.0,Allowed,-0.048930999999999614
uddS,0.6666666666666666,1,1.0,Energy,0.19926200000000027
uddS,0.6666666666666666,1,2.0,Energy,0.4474550000000004
uddC,0.6666666666666666,0,0.0,Allowed,-97.802765
uddC,0.6666666666666666,0,1.0,Allowed,-97.554572
uddC,0.6666666666666666,0,2.0,Allowed,-97.30637899999999
uddB,0.6666666666666666,0,0.0,Allowed,-94.902765
uddB,0.6666666666666666,0,1.0,Allowed,-94.654572
uddB,0.6666666666666666,0,2.0,Allowed,-94.406379
udss,1.3333333333333333,-2,0.0,Allowed,-0.28633299999999984
udss,1.3333333333333333,-2,1.0,Allowed,-0.03813999999999962
udss,1.3333333333333333,-2,2.0,Energy,0.21005300000000027
udsc,1.3333333333333333,-1,0.0,Allowed,-97.816499
udsc,1.3333333333333333,-1,1.0,Allowed,-97.568306
udsc,1.3333333333333333,-1,2.0,Allowed,-97.320113
udsb,1.3333333333333333,-1,0.0,Allowed,-94.916499
udsb,1.3333333333333333,-1,1.0,Allowed,-94.668306
udsb,1.3333333333333333,-1,2.0,Allowed,-94.420113
udsU,0.6666666666666666,-1,0.0,Allowed,-0.2725989999999999
udsU,0.6666666666666666,-1,1.0,Allowed,-0.024405999999999706
udsU,0.6666666666666666,-1,2.0,Energy,0.22378700000000018
udsD,0.6666666666666666,-1,0.0,Allowed,-0.2725989999999999
udsD,0.6666666666666666,-1,1.0,Allowed,-0.024405999999999706
udsD,0.6666666666666666,-1,2.0,Energy,0.22378700000000018
udsS,0.6666666666666666,0,0.0,Allowed,-0.16076499999999982
udsS,0.6666666666666666,0,1.0,Energy,0.08742800000000028
udsS,0.6666666666666666,0,2.0,Energy,0.33562100000000017
udsC,0.6666666666666666,-1,0.0,Allowed,-97.914599
udsC,0.6666666666666666,-1,1.0,Allowed,-97.666406
udsC,0.6666666666666666,-1,2.0,Allowed,-97.418213
udsB,0.6666666666666666,-1,0.0,Allowed,-95.014599
udsB,0.6666666666666666,-1,1.0,Allowed,-94.766406
udsB,0.6666666666666666,-1,2.0,Allowed,-94.518213
udcc,1.3333333333333333,0,0.0,Allowed,-96.504665
udcc,1.3333333333333333,0,1.0,Allowed,-96.256472
udcc,1.3333333333333333,0,2.0,Allowed,-96.008279
udcb,1.3333333333333333,0,0.0,Allowed,-93.524665
udcb,1.3333333333333333,0,1.0,Allowed,-93.276472
udcb,1.3333333333333333,0,2.0,Allowed,-93.028279
udcU,0.6666666666666666,0,0.0,Allowed,-97.802765
udcU,0.6666666666666666,0,1.0,Allowed,-97.554572
udcU,0.6666666666666666,0,2.0,Allowed,-97.30637899999999
udcD,0.6666666666666666,0,0.0,Allowed,-97.802765
udcD,0.6666666666666666,0,1.0,Allowed,-97.554572
udcD,0.6666666666666666,0,2.0,Allowed,-97.30637899999999
udcS,0.6666666666666666,1,0.0,Allowed,-97.690931
udcS,0.6666666666666666,1,1.0,Allowed,-97.442738
udcS,0.6666666666666666,1,2.0,Allowed,-97.194545
udcC,0.6666666666666666,0,0.0,Allowed,-96.52276499999999
udcC,0.6666666666666666,0,1.0,Allowed,-96.274572
udcC,0.6666666666666666,0,2.0,Allowed,-96.026379
udcB,0.6666666666666666,0,0.0,Allowed,-93.622765
udcB,0.6666666666666666,0,1.0,Allowed,-93.374572
udcB,0.6666666666666666,0,2.0,Allowed,-93.126379
udbb,1.3333333333333333,0,0.0,Allowed,-90.784665
udbb,1.3333333333333333,0,1.0,Allowed,-90.536472
udbb,1.3333333333333333,0,2.0,Allowed,-90.288279
udbU,0.6666666666666666,0,0.0,Allowed,-94.902765
udbU,0.6666666666666666,0,1.0,Allowed,-94.654572
udbU,0.6666666666666666,0,2.0,Allowed,-94.406379
udbD,0.6666666666666666,0,0.0,Allowed,-94.902765
udbD,0.6666666666666666,0,1.0,Allowed,-94.654572
udbD,0.6666666666666666,0,2.0,Allowed,-94.406379
udbS,0.6666666666666666,1,0.0,Allowed,-94.790931
udbS,0.6666666666666666,1,1.0,Allowed,-94.542738
udbS,0.6666666666666666,1,2.0,Allowed,-94.294545
udbC,0.6666666666666666,0,0.0,Allowed,-93.622765
udbC,0.6666666666666666,0,1.0,Allowed,-93.374572
udbC,0.6666666666666666,0,2.0,Allowed,-93.126379
udbB,0.6666666666666666,0,0.0,Allowed,-90.722765
udbB,0.6666666666666666,0,1.0,Allowed,-90.474572
udbB,0.6666666666666666,0,2.0,Allowed,-90.22637900000001
udUU,0.0,0,0.0,Energy,0.5391349999999999
udUU,0.0,0,1.0,Energy,0.787328
udUU,0.0,0,2.0,Energy,1.035521
udUD,0.0,0,0.0,Energy,0.5391349999999999
udUD,0.0,0,1.0,Energy,0.787328
udUD,0.0,0,2.0,Energy,1.035521
udUS,0.0,1,0.0,Energy,0.650969
udUS,0.0,1,1.0,Energy,0.899162
udUS,0.0,1,2.0,Energy,1.147355
udUC,0.0,0,0.0,Allowed,-97.900865
udUC,0.0,0,1.0,Allowed,-97.652672
udUC,0.0,0,2.0,Allowed,-97.404479
udUB,0.0,0,0.0,Allowed,-95.000865
udUB,0.0,0,1.0,Allowed,-94.752672
udUB,0.0,0,2.0,Allowed,-94.504479
udDD,0.0,0,0.0,Energy,0.5391349999999999
udDD,0.0,0,1.0,Energy,0.787328
udDD,0.0,0,2.0,Energy,1.035521
udDS,0.0,1,0.0,Energy,0.650969
udDS,0.0,1,1.0,Energy,0.899162
udDS,0.0,1,2.0,Energy,1.147355
udDC,0.0,0,0.0,Allowed,-97.900865
udDC,0.0,0,1.0,Allowed,-97.652672
udDC,0.0,0,2.0,Allowed,-97.404479
udDB,0.0,0,0.0,Allowed,-95.000865
udDB,0.0,0,1.0,Allowed,-94.752672
udDB,0.0,0,2.0,Allowed,-94.504479
udSS,0.0,2,0.0,Energy,0.7628030000000001
udSS,0.0,2,1.0,Energy,1.010996
udSS,0.0,2,2.0,Energy,1.2591890000000001
udSC,0.0,1,0.0,Allowed,-97.789031
udSC,0.0,1,1.0,Allowed,-97.540838
udSC,0.0,1,2.0,Allowed,-97.292645
udSB,0.0,1,0.0,Allowed,-94.889031
udSB,0.0,1,1.0,Allowed,-94.640838
udSB,0.0,1,2.0,Allowed,-94.392645
udCC,0.0,0,0.0,Allowed,-96.620865
udCC,0.0,0,1.0,Allowed,-96.372672
udCC,0.0,0,2.0,Allowed,-96.124479
udCB,0.0,0,0.0,Allowed,-93.720865
udCB,0.0,0,1.0,Allowed,-93.472672
udCB,0.0,0,2.0,Allowed,-93.224479
udBB,0.0,0,0.0,Allowed,-90.820865
udBB,0.0,0,1.0,Allowed,-90.572672
udBB,0.0,0,2.0,Allowed,-90.324479
usss,1.3333333333333333,-3,0.0,Allowed,-0.3981669999999998
usss,1.3333333333333333,-3,1.0,Allowed,-0.14997399999999994
usss,1.3333333333333333,-3,2.0,Energy,0.09821900000000028
ussc,1.3333333333333333,-2,0.0,Allowed,-97.928333
ussc,1.3333333333333333,-2,1.0,Allowed,-97.68014
ussc,1.3333333333333333,-2,2.0,Allowed,-97.431947
ussb,1.3333333333333333,-2,0.0,Allowed,-95.028333
ussb,1.3333333333333333,-2,1.0,Allowed,-94.78014
ussb,1.3333333333333333,-2,2.0,Allowed,-94.531947
ussU,0.6666666666666666,-2,0.0,Allowed,-0.3844329999999998
ussU,0.6666666666666666,-2,1.0,Allowed,-0.1362399999999998
ussU,0.6666666666666666,-2,2.0,Energy,0.11195300000000041
ussD,0.6666666666666666,-2,0.0,Allowed,-0.3844329999999998
ussD,0.6666666666666666,-2,1.0,Allowed,-0.1362399999999998
ussD,0.6666666666666666,-2,2.0,Energy,0.11195300000000041
ussS,0.6666666666666666,-1,0.0,Allowed,-0.2725989999999999
ussS,0.6666666666666666,-1,1.0,Allowed,-0.024405999999999706
ussS,0.6666666666666666,-1,2.0,Energy,0.22378700000000018
ussC,0.6666666666666666,-2,0.0,Allowed,-98.026433
ussC,0.6666666666666666,-2,1.0,Allowed,-97.77824
ussC,0.6666666666666666,-2,2.0,Allowed,-97.530047
ussB,0.6666666666666666,-2,0.0,Allowed,-95.126433
ussB,0.6666666666666666,-2,1.0,Allowed,-94.87824
ussB,0.6666666666666666,-2,2.0,Allowed,-94.630047
uscc,1.3333333333333333,-1,0.0,Allowed,-96.616499
uscc,1.3333333333333333,-1,1.0,Allowed,-96.368306
uscc,1.3333333333333333,-1,2.0,Allowed,-96.120113
uscb,1.3333333333333333,-1,0.0,Allowed,-93.636499
uscb,1.3333333333333333,-1,1.0,Allowed,-93.388306
uscb,1.3333333333333333,-1,2.0,Allowed,-93.140113
uscU,0.6666666666666666,-1,0.0,Allowed,-97.914599
uscU,0.6666666666666666,-1,1.0,Allowed,-97.666406
uscU,0.6666666666666666,-1,2.0,Allowed,-97.418213
uscD,0.6666666666666666,-1,0.0,Allowed,-97.914599
uscD,0.6666666666666666,-1,1.0,Allowed,-97.666406
uscD,0.6666666666666666,-1,2.0,Allowed,-97.418213
uscS,0.6666666666666666,0,0.0,Allowed,-97.802765
uscS,0.6666666666666666,0,1.0,Allowed,-97.554572
uscS,0.6666666666666666,0,2.0,Allowed,-97.30637899999999
uscC,0.6666666666666666,-1,0.0,Allowed,-96.634599
uscC,0.6666666666666666,-1,1.0,Allowed,-96.386406
uscC,0.6666666666666666,-1,2.0,Allowed,-96.138213
uscB,0.6666666666666666,-1,0.0,Allowed,-93.734599
uscB,0.6666666666666666,-1,1.0,Allowed,-93.486406
uscB,0.6666666666666666,-1,2.0,Allowed,-93.238213
usbb,1.3333333333333333,-1,0.0,Allowed,-90.896499
usbb,1.3333333333333333,-1,1.0,Allowed,-90.648306
usbb,1.3333333333333333,-1,2.0,Allowed,-90.400113
usbU,0.6666666666666666,-1,0.0,Allowed,-95.014599
usbU,0.6666666666666666,-1,1.0,Allowed,-94.766406
usbU,0.6666666666666666,-1,2.0,Allowed,-94.518213
usbD,0.6666666666666666,-1,0.0,Allowed,-95.014599
usbD,0.6666666666666666,-1,1.0,Allowed,-94.766406
usbD,0.6666666666666666,-1,2.0,Allowed,-94.518213
usbS,0.6666666666666666,0,0.0,Allowed,-94.902765
usbS,0.6666666666666666,0,1.0,Allowed,-94.654572
usbS,0.6666666666666666,0,2.0,Allowed,-94.406379
usbC,0.6666666666666666,-1,0.0,Allowed,-93.734599
usbC,0.6666666666666666,-1,1.0,Allowed,-93.486406
usbC,0.6666666666666666,-1,2.0,Allowed,-93.238213
usbB,0.6666666666666666,-1,0.0,Allowed,-90.834599
usbB,0.6666666666666666,-1,1.0,Allowed,-90.586406
usbB,0.6666666666666666,-1,2.0,Allowed,-90.338213
usUU,0.0,-1,0.0,Energy,0.42730099999999993
usUU,0.0,-1,1.0,Energy,0.6754939999999999
usUU,0.0,-1,2.0,Energy,0.9236869999999999
usUD,0.0,-1,0.0,Energy,0.42730099999999993
usUD,0.0,-1,1.0,Energy,0.6754939999999999
usUD,0.0,-1,2.0,Energy,0.9236869999999999
usUS,0.0,0,0.0,Energy,0.5391349999999999
usUS,0.0,0,1.0,Energy,0.787328
usUS,0.0,0,2.0,Energy,1.035521
usUC,0.0,-1,0.0,Allowed,-98.012699
usUC,0.0,-1,1.0,Allowed,-97.764506
usUC,0.0,-1,2.0,Allowed,-97.516313
usUB,0.0,-1,0.0,Allowed,-95.112699
usUB,0.0,-1,1.0,Allowed,-94.864506
usUB,0.0,-1,2.0,Allowed,-94.616313
usDD,0.0,-1,0.0,Energy,0.42730099999999993
usDD,0.0,-1,1.0,Energy,0.6754939999999999
usDD,0.0,-1,2.0,Energy,0.9236869999999999
usDS,0.0,0,0.0,Energy,0.5391349999999999
usDS,0.0,0,1.0,Energy,0.787328
usDS,0.0,0,2.0,Energy,1.035521
usDC,0.0,-1,0.0,Allowed,-98.012699
